Symbol,Name,Current Price,Market Cap (mil),RS Rating,Comp Rating,EPS Rating,SMR Rating,A/D Rating,Quality Score,% Chg 3 Months,% Chg 6 Months,% Chg 12 Months,Sector,ROE
FIGS,FIGS Inc.,13.06,2169.8,69,72,99,NA,NA,60.05,6.1,-9.3,75.5,CONSUMER,8.4
KGC,Kinross Gold Corp.,28.08,33815.1,55,86,99,NA,NA,60.05,5.3,-3,26.1,MINING,31
LIND,Lindblad Expeditions Holdings Inc.,27.54,1819,95,70,69,NA,NA,60.05,7,56.6,109.6,LEISURE,0
META,Meta Platforms Inc.,665.75,1738188.9,60,93,84,NA,NA,60.05,15.3,8.1,-14.7,INTERNET,30.2
NEU,NewMarket Corp.,891.87,8177.4,82,79,74,NA,NA,60.05,14.3,45.5,7.8,CHEMICAL,25.8
PRLD,Prelude Therapeutics Inc.,4.87,364.7,95,74,64,NA,NA,60.05,12.7,56.1,382.2,MEDICAL,-99.5
TMO,Thermo Fisher Scientific Inc.,651.45,243412,90,95,44,NA,NA,60.05,40.2,40.2,35.4,MEDICAL,13
FRST,Primis Financial Corp.,15.91,392.6,78,86,70,NA,NA,60,3,26.1,42.9,BANKS,15.9
TRST,Trustco Bank Corp.,56.67,958.2,83,85,65,NA,NA,60,8.5,34,41.5,BANKS,9
GGB,Gerdau S/A ADR,4.94,9270.4,87,88,56,NA,NA,59.95,18.5,50.6,58.8,METALS,2.6
C,Citigroup Inc.,131.77,222595.9,63,83,92,NA,NA,59.900000000000006,-7.9,21.3,28.7,BANKS,6.7
NCNO,nCino Inc.,21.05,2263.8,71,75,92,NA,NA,59.900000000000006,42.2,38.6,-31.1,SOFTWARE,0.5
USB,U.S. Bancorp,60.06,93872.6,69,81,87,NA,NA,59.900000000000006,3.3,17,19.6,BANKS,12.2
CRESY,Cresud S.A.C.I.F. y A. ADR,12.76,952.8,74,92,67,NA,NA,59.9,9.4,10.8,59.3,REAL EST,14.1
PAA,Plains All American Pipeline L.P.,25.37,17928.4,88,86,57,NA,NA,59.9,18.9,17.6,45.7,ENERGY,10.6
ETN,Eaton Corp. PLC,424.77,159034.3,72,85,78,NA,NA,59.85,0.7,17.8,14.4,MACHINE,21.6
KNSL,Kinsale Capital Group Inc.,356.85,8189.5,59,86,93,NA,NA,59.85,15.5,2.5,-16.5,INSURANCE,29.3
MTSI,MACOM Technology Solutions Holdings Inc.,275.86,20096.2,60,85,93,NA,NA,59.85,-29.5,26,112.6,CHIPS,-4.4
OR,OR Royalties Inc.,36.74,6896.6,50,91,98,NA,NA,59.85,5.4,-0.3,2.8,MINING,15.7
AUPH,Aurinia Pharmaceuticals Inc.,16.9,2256.5,71,93,69,NA,NA,59.8,2.7,20,31.1,MEDICAL,59.9
BSVN,Bank7 Corp.,54.15,519.7,85,87,59,NA,NA,59.8,18.6,39.9,10.8,BANKS,18.6
LPLA,LPL Financial Holdings Inc.,328.09,25980.2,59,89,89,NA,NA,59.8,11.6,13.9,-3.3,FINANCE,20.9
TSBK,Timberland Bancorp Inc.,45.91,361.7,82,86,64,NA,NA,59.8,7.9,21.9,28.5,BANKS,11.5
ARX,Accelerant Holdings,19.66,4304.7,92,75,65,NA,NA,59.75,51.3,68.6,15,INSURANCE,-436.7
BE,Bloom Energy Corp.,265.63,82691.5,83,76,75,NA,NA,59.75,-19.2,69.6,228.1,ENERGY,-13.3
OBIO,Orchestra BioMed Holdings Inc.,6.08,347.4,96,87,45,NA,NA,59.75,52.4,34.8,142.2,MEDICAL,-109.4
BNPQY,BNP Paribas S.A. ADR,57.71,131676.2,70,80,86,NA,NA,59.7,-0.6,14.8,25,BANKS,10.2
GMAB,Genmab A/S ADR,34.74,20607.3,87,95,46,NA,NA,59.7,37.5,34.4,23.9,MEDICAL,17.7
GSHD,Goosehead Insurance Inc. Cl A,54.55,1894.1,66,80,91,NA,NA,59.7,47.9,21.2,-32.1,INSURANCE,0
SHOP,Shopify Inc.,128.5,165594.5,55,87,96,NA,NA,59.7,18.1,3.8,-15.5,SOFTWARE,9.8
ACGL,Arch Capital Group Ltd.,96.89,32996.9,62,87,87,NA,NA,59.650000000000006,6.3,4.3,9.9,INSURANCE,19.5
BFLY,Butterfly Network Inc.,7.88,2159.4,98,75,57,NA,NA,59.65,-11.5,99.5,316.9,MEDICAL,-42.2
AVAL,Grupo Aval Acciones y Valores S.A. ADR,5.07,6239.2,67,80,89,NA,NA,59.55,-11.8,24.9,57,BANKS,9.5
ORRF,Orrstown Financial Services Inc.,42.06,823.2,74,89,69,NA,NA,59.55,7.8,23.7,17.7,BANKS,14.6
PAAS,Pan American Silver Corp.,49.99,20590.8,55,84,99,NA,NA,59.55,2,-3.5,41.9,MINING,16.7
QNST,QuinStreet Inc.,17.55,1008.7,87,80,64,NA,NA,59.55,34.4,46.9,3.1,BUSINS SVC,28.6
STX,Seagate Technology Holdings PLC,858.79,182626.2,74,85,74,NA,NA,59.55,-19.8,111.1,296.4,COMPUTER,371.5
TX,TERNIUM S.A. ADR,57.23,11403.5,93,86,49,NA,NA,59.55,23.6,51,62.8,METALS,3.6
UNM,Unum Group,95.19,15137.3,77,90,64,NA,NA,59.55,5.8,28.2,24.8,INSURANCE,6.7
WSBC,WesBanco Inc.,39.37,3758.6,77,86,69,NA,NA,59.55,8.5,20.6,21.8,BANKS,6.5
AVPT,AvePoint Inc. Cl A,13.19,2860.4,70,88,75,NA,NA,59.5,26.7,27.4,-17.4,SOFTWARE,9.3
BCAL,California BanCorp,21.8,704.1,77,93,60,NA,NA,59.5,10.4,25.8,23.6,BANKS,11.6
BELFB,Bel Fuse Inc. Cl B,241.97,3348.6,60,82,95,NA,NA,59.5,-18.4,17.6,60.3,ELECTRNCS,15.7
EBC,Eastern Bankshares Inc.,21.6,4924.4,70,84,80,NA,NA,59.5,4.9,16.5,19,BANKS,2.2
GRC,Gorman-Rupp Co.,73.25,1904.2,66,76,95,NA,NA,59.5,-16.5,21,64.4,MACHINE,13.4
REGN,Regeneron Pharmaceuticals Inc.,784.85,81277.8,81,89,60,NA,NA,59.5,28.7,5.5,31.1,MEDICAL,14.9
AER,AerCap Holdings N.V.,141.64,22134.5,57,84,96,NA,NA,59.45,-2.4,4.3,16.8,FINANCE,21.1
BBY,Best Buy Co. Inc.,92.85,19831.8,89,92,46,NA,NA,59.45,24.2,47.7,25.9,RETAIL,37
BLLN,BillionToOne Inc.,105.92,5222.2,68,85,81,NA,NA,59.45,0.7,48.6,0,MEDICAL,0.9
BWB,Bridgewater Bancshares Inc.,20.79,582.5,72,85,76,NA,NA,59.45,5.3,23.4,17.7,BANKS,9.5
UHS,Universal Health Services Inc. Cl B,176.69,10650.5,55,90,91,NA,NA,59.45,25.2,-6.8,-6.1,MEDICAL,21.4
LILAB,Liberty Latin America Ltd. Cl B,7.45,1679.4,88,76,67,NA,NA,59.4,56.8,26.3,30,TELECOM,-72.9
RCEL,Avita Medical Inc.,11.02,347,99,81,47,NA,NA,59.4,174.8,163,98.9,MEDICAL,0
AG,First Majestic Silver Corp.,19.84,9599.8,70,81,83,NA,NA,59.35,10.2,-2.5,99.6,MINING,8
CBZ,CBIZ Inc.,54.63,2962.8,86,81,63,NA,NA,59.35,75.7,107.1,-0.5,BUSINS SVC,6.5
FRSH,Freshworks Inc. Cl A,12.25,3318.9,77,90,63,NA,NA,59.35,38.3,52.7,-7,SOFTWARE,16.9
NPSCY,Nippon Steel Corp. ADR,4.49,24108.3,80,91,58,NA,NA,59.35,26.5,20.4,2,METALS,0.3
PLGO,Pelagos Insurance Capital Ltd.,23.54,1990.4,74,80,79,NA,NA,59.3,2.6,25.2,32.5,INSURANCE,9.3
SFBS,ServisFirst Bancshares Inc.,41.45,4475.8,59,87,89,NA,NA,59.3,3,15.2,-3.7,BANKS,16
BAC,Bank of America Corp.,57.73,406838.1,65,84,85,NA,NA,59.25,2.7,23.3,10.7,BANKS,10.2
DDD,3D Systems Corp.,3.63,588.2,91,78,60,NA,NA,59.25,1.7,69.6,47,MACHINE,14.3
TFSL,TFS Financial Corp.,16.9,4714.2,74,79,80,NA,NA,59.25,2.9,26.1,26.8,BANKS,4.8
BDX,Becton Dickinson & Co.,180.94,49405.5,84,80,66,NA,NA,59.2,25.7,14.5,22.2,MEDICAL,6.5
CATY,Cathay General Bancorp,62.25,4137.6,76,84,71,NA,NA,59.2,5.3,31.9,23.7,BANKS,10.9
SBC,SBC Medical Group Holdings Inc.,4.75,482.4,89,87,51,NA,NA,59.2,54.7,35.7,2.2,BUSINS SVC,23
WCC,Wesco International Inc.,344.15,16536,74,82,76,NA,NA,59.2,-5.8,36.8,60.1,ELECTRNCS,13.5
WK,Workiva Inc. Cl A,73.18,3983.3,70,82,81,NA,NA,59.2,54.5,18.6,-9.1,SOFTWARE,0
CMDB,Costamare Bulkers Holdings Ltd.,23.91,587.1,96,83,47,NA,NA,59.15,41.5,53.1,93.8,TRANSPORTATION,-10.8
CRD.B,Crawford & Co. Cl B,11.95,619.4,82,89,57,NA,NA,59.15,14.8,27.4,16.7,INSURANCE,11.9
IMO,Imperial Oil Ltd.,129.91,63093.7,81,82,67,NA,NA,59.15,15.4,3.4,38.3,ENERGY,14.4
IRWD,Ironwood Pharmaceuticals Inc. Cl A,4.36,699,91,76,62,NA,NA,59.15,23.2,37.5,198.6,MEDICAL,0
SWDBY,Swedbank AB ADR,40.98,46474.1,82,93,52,NA,NA,59.15,10,12.6,40,BANKS,15.1
CARG,CarGurus Inc. Cl A,33.21,3006.2,59,83,93,NA,NA,59.1,10.6,-2.2,-11.6,INTERNET,43
SGIOY,Shionogi & Co. Ltd. ADR,9.32,16842.9,57,89,88,NA,NA,59.1,5.8,-15.3,4.1,MEDICAL,13.8
FCNCA,First Citizens Bancshares Inc. Cl A,2111.89,23587.1,63,82,89,NA,NA,59.05,1.9,18.9,11.4,BANKS,9.9
OGC,OceanaGold Corp.,28.44,6414.3,55,82,99,NA,NA,59.05,7.5,-11.7,45.8,MINING,30.8
SAIL,SailPoint Inc.,19.83,11526.7,76,89,64,NA,NA,59.05,48.8,59,-11.6,SOFTWARE,-4.7
SAP,SAP SE ADR,209.45,252119,63,90,79,NA,NA,59.05,34.9,14,-22.4,SOFTWARE,16.3
ACT,Enact Holdings Inc.,48.45,6665.2,83,85,60,NA,NA,59,14.3,19.9,26.4,FINANCE,13
AKO.B,Embotelladora Andina S.A. (Series B) ADR,29.52,4279.9,60,92,80,NA,NA,59,1.3,9.8,17.7,FOOD/BEV,24.9
MFC,Manulife Financial Corp.,44.38,73231.7,84,88,55,NA,NA,59,9.3,29.4,41.4,INSURANCE,11.1
SBGSY,Schneider Electric SE ADR,65.72,186220.4,69,83,80,NA,NA,59,-1.7,12.7,19.9,MACHINE,15.7
SGMT,Sagimet Biosciences Inc.,11.09,688,98,82,45,NA,NA,59,66,128.2,64.3,MEDICAL,-38.2
WRLD,World Acceptance Corp.,182.14,861.6,76,76,80,NA,NA,59,2.4,36.3,4,FINANCE,8.8
EG,Everest Group Ltd.,374.85,14574.8,77,86,66,NA,NA,58.95,11.7,17.2,12,INSURANCE,10.8
HTFL,Heartflow Inc.,50.75,4310.3,97,82,46,NA,NA,58.95,50.9,99.3,56.3,SOFTWARE,-111.4
MAKO,Mako Mining Corp.,10.54,913.2,96,91,36,NA,NA,58.95,30,66.5,113.8,MINING,29.6
WEAV,Weave Communications Inc.,7.29,586.5,83,80,66,NA,NA,58.95,40.2,52.5,-5.2,SOFTWARE,-37.6
LOB,Live Oak Bancshares Inc.,38.25,1770.3,61,81,92,NA,NA,58.900000000000006,0,20.2,2.7,BANKS,9.4
PWR,Quanta Services Inc.,636.71,92692.7,62,76,97,NA,NA,58.900000000000006,-9.3,11.3,63,BUILDING,12.7
DVN,Devon Energy Corp.,48.61,53592,81,89,57,NA,NA,58.9,15.4,0.9,38.8,ENERGY,17.6
MRVI,Maravai LifeSciences Holdings Inc.,6.97,1887.8,98,76,52,NA,NA,58.9,34,128.5,142,MEDICAL,-48.6
CHCO,City Holding Co.,143.21,2010.1,77,88,63,NA,NA,58.85,12.7,22.8,12.5,BANKS,16.8
DCOM,Dime Commercial Bancshares Inc.,40.73,1791,79,86,63,NA,NA,58.85,4.4,26.4,28.2,BANKS,7.6
ECPG,Encore Capital Group Inc.,99.54,2124.8,95,82,48,NA,NA,58.85,19.9,45.4,116,FINANCE,29.5
NMIH,NMI Holdings Inc.,42.9,3228.3,75,78,78,NA,NA,58.85,14.5,15.3,8.9,FINANCE,16.2
RJF,Raymond James Financial Inc.,164.75,31503.1,57,88,88,NA,NA,58.85,5.7,15.7,-5.3,FINANCE,17.6
CHRD,Chord Energy Corp.,144.49,8000.7,86,82,59,NA,NA,58.8,17.4,10.7,38.5,ENERGY,0.5
FBNC,First Bancorp (North Carolina),63.38,2594.6,72,84,74,NA,NA,58.8,4.3,20.1,15.4,BANKS,7.1
CBOE,Cboe Global Markets Inc.,272.86,27848.6,58,81,95,NA,NA,58.75,9.5,-4.9,16.4,FINANCE,23.2
RACE,Ferrari N.V.,406.69,90699.9,67,84,80,NA,NA,58.75,12.3,23.1,-15.9,AUTO,43.7
RMD,ResMed Inc.,224.99,32950.1,56,87,90,NA,NA,58.75,19.3,-1.3,-17.7,MEDICAL,24.3
SDGR,Schrodinger Inc.,29.02,2262.1,97,90,35,NA,NA,58.75,84.1,142.2,47.7,MEDICAL,-26.3
NRIM,Northrim BanCorp Inc.,25.44,566.8,59,83,91,NA,NA,58.7,0.9,14.6,9.8,BANKS,21.8
SMTI,Sanara MedTech Inc.,35.07,321.4,92,82,51,NA,NA,58.7,59.3,87.9,1.2,MEDICAL,-1.7
TDW,Tidewater Inc.,86.69,4370.1,89,77,61,NA,NA,58.7,34,15.2,51.4,ENERGY,27
CAT,Caterpillar Inc.,808.99,367082.6,60,81,92,NA,NA,58.650000000000006,-17.9,16.6,73.2,MACHINE,43.5
NWPX,NWPX Infrastructure Inc.,101.33,992.9,65,72,97,NA,NA,58.650000000000006,-27.2,40.9,89.2,METALS,9.2
JOYY,JOYY Inc. ADR,78.73,3863,85,88,52,NA,NA,58.65,19.8,29.2,24,INTERNET,4
PKOH,Park-Ohio Holdings Corp.,46.06,669.1,97,76,52,NA,NA,58.65,27.9,93,101,METALS,7
VOR,Vor Biopharma Inc.,21.4,1295.1,88,69,72,NA,NA,58.65,47.7,64.6,-29.6,MEDICAL,0
AJG,Arthur J. Gallagher & Co.,239.48,61873.4,62,82,88,NA,NA,58.6,11.9,14.3,-19.3,INSURANCE,6.9
AME,Ametek Inc.,237.64,53720.5,69,83,78,NA,NA,58.6,0.1,11.7,25.9,MACHINE,14.6
AMGN,Amgen Inc.,385.65,205321.2,77,87,63,NA,NA,58.6,14.2,9.7,39.8,MEDICAL,106.1
MTA,Metalla Royalty & Streaming Ltd.,10.18,926.5,94,86,43,NA,NA,58.6,37,40,83.1,MINING,-1.7
CCK,Crown Holdings Inc.,109.2,12024.6,67,80,84,NA,NA,58.55,7.5,7.7,14.6,MISC,25.6
CLDT,Chatham Lodging Trust,12.98,596,86,77,64,NA,NA,58.55,-2.8,67.9,82,REAL EST,2
GRVY,GRAVITY Co. Ltd. ADR,69.35,489.9,81,82,64,NA,NA,58.55,5.8,13.3,8.3,SOFTWARE,11.5
KMI,Kinder Morgan Inc.,31.84,69721.2,58,85,89,NA,NA,58.55,0.8,-2.4,15.1,ENERGY,9.9
PKE,Park Aerospace Corp.,30.34,663.2,70,73,89,NA,NA,58.55,-6.8,9.6,53.3,AEROSPACE/DEFENSE,9.5
SMWB,Similarweb Ltd.,8.23,730.6,85,78,64,NA,NA,58.55,64.9,200.4,-16.4,SOFTWARE,-129.6
TKNO,Alpha Teknova Inc.,7.79,400,98,89,34,NA,NA,58.55,48.7,181.2,67.9,MEDICAL,-22.8
CAH,Cardinal Health Inc.,225.38,52641.2,64,74,95,NA,NA,58.5,1.6,6.4,50.2,MEDICAL,0
KFY,Korn Ferry,76.78,4207.6,72,86,70,NA,NA,58.5,7.4,27,4.5,BUSINS SVC,14.3
MASS,908 Devices Inc.,10.53,453.8,94,88,40,NA,NA,58.5,19,75.8,54.4,MEDICAL,-25.8
TTNDY,Techtronic Industries Co. Ltd. ADR,81.55,29876.5,73,77,80,NA,NA,58.5,4.2,17.1,24.8,BUILDING,18
BALL,Ball Corp.,60.15,16080.7,66,79,86,NA,NA,58.45,4.2,0.4,22.3,MISC,16.2
IPAR,Interparfums Inc.,112.51,3546.5,81,84,61,NA,NA,58.45,13.5,27.7,8,CONSUMER,20.7
MSA,MSA Safety Inc.,179.66,6893.9,67,78,86,NA,NA,58.45,9.3,3.5,5.3,BUSINS SVC,22.2
SANM,Sanmina Corp.,199.56,10508.3,61,76,96,NA,NA,58.45,-17.4,59.6,67.2,ELECTRNCS,10.8
SEPN,Septerna Inc.,38.69,1843.7,91,74,61,NA,NA,58.45,7,60.5,142.7,MEDICAL,-12.2
AAGIY,AIA Group Ltd. ADR,39.06,102007.2,49,87,97,NA,NA,58.400000000000006,3.8,-9.5,3.7,INSURANCE,14.9
GM,General Motors Co.,82.2,76004.9,66,74,92,NA,NA,58.400000000000006,3.7,11.8,38.7,AUTO,4.3
CIEN,Ciena Corp.,348.8,48817.6,57,78,98,NA,NA,58.35,-18.5,-9.5,152.7,TELECOM,4.4
CNOB,ConnectOne Bancorp Inc.,31.59,1589.6,66,85,78,NA,NA,58.35,-2.7,23.6,20.4,BANKS,5.7
CUBI,Customers Bancorp Inc.,77.61,2634.5,66,85,78,NA,NA,58.35,2.4,18.5,13.5,BANKS,11.3
INDP,Indaptus Therapeutics Inc.,3.55,523.6,76,79,73,NA,NA,58.35,-9,89.8,38.1,MEDICAL,-587.6
PM,Philip Morris International Inc.,188.62,296884.7,68,79,83,NA,NA,58.35,5.7,13.5,16.6,ALCOHL/TOB/THC,0
RLGT,Radiant Logistics Inc.,8.72,416.9,73,70,88,NA,NA,58.35,-2.8,28.2,47.8,TRANSPORTATION,8
GHC,Graham Holdings Co.,1143.43,4802,54,84,94,NA,NA,58.3,-0.1,7.8,-1.4,MEDIA,6.4
NREF,NexPoint Real Estate Finance Inc.,16.27,311,75,83,69,NA,NA,58.3,9.4,24,14.7,REAL EST,29.2
RDWR,Radware Ltd.,29.13,1285.6,68,82,79,NA,NA,58.3,7.5,16,9.6,COMPUTER,6.1
ROST,Ross Stores Inc.,226.61,73308.1,68,74,89,NA,NA,58.3,-2.7,9.4,55.1,RETAIL,36.7
BCS,Barclays PLC ADR,24.87,85645.6,59,82,90,NA,NA,58.25,-5.5,18.7,18.4,BANKS,10
BRKR,Bruker Corp.,61.39,9606.3,90,83,50,NA,NA,58.25,7.3,80.4,84.5,MEDICAL,-0.4
CNMD,CONMED Corp.,45.42,1381.7,77,72,80,NA,NA,58.25,39.4,23.7,-11.7,MEDICAL,4.7
QTWO,Q2 Holdings Inc.,58.73,3613.5,64,73,95,NA,NA,58.25,37.1,18.9,-30.3,SOFTWARE,8.8
STBA,S&T Bancorp Inc.,50.17,1748.8,78,83,65,NA,NA,58.25,7.1,26.7,25.4,BANKS,9.4
BRK.B,Berkshire Hathaway Inc. Cl B,509.77,980265.9,57,90,82,NA,NA,58.150000000000006,4.1,5.2,3.9,MISC,9.8
CFG,Citizens Financial Group Inc.,67.04,28383.1,69,78,82,NA,NA,58.150000000000006,-0.1,18.4,25,BANKS,7.2
GWW,W.W. Grainger Inc.,1266.61,59470.1,66,81,82,NA,NA,58.150000000000006,-7.2,21.1,26,RETAIL,48.1
MATV,Mativ Holdings Inc.,11.99,670,81,78,67,NA,NA,58.15,51.4,40.6,-5.9,MISC,-49.8
NECB,Northeast Community Bancorp Inc.,27.29,375.8,76,87,62,NA,NA,58.15,6,17.9,28.2,BANKS,13.3
FTRE,Fortrea Holdings Inc.,19.93,1928.6,95,79,48,NA,NA,58.1,30.2,100.5,87.1,MEDICAL,-102.4
SGHT,Sight Sciences Inc.,8.02,445.1,92,78,53,NA,NA,58.1,51.9,117.3,117.3,MEDICAL,-50.7
INDV,Indivior Pharmaceuticals Inc.,34.88,4212.6,53,80,99,NA,NA,58.05,-8.9,14.2,52.4,MEDICAL,0
MOG.B,Moog Inc. Cl B,362,11283.8,69,68,94,NA,NA,58.05,-15.9,18,84.3,AEROSPACE/DEFENSE,12.2
NEXA,Nexa Resources S.A.,13.01,1711.1,69,80,79,NA,NA,58.05,-8.6,29.2,165.5,MINING,14.6
VOYA,Voya Financial Inc.,101.57,9021.6,88,85,49,NA,NA,58.05,12.6,50.4,31.9,INSURANCE,14.6
WFC,Wells Fargo & Co.,86.12,262755.3,57,84,89,NA,NA,58.05,4.8,13,3.1,BANKS,11.8
EC,Ecopetrol S.A. ADR,17.58,36137.2,90,82,50,NA,NA,58,6,19.8,95.1,ENERGY,10.8
FLEX,Flex Ltd.,108.51,40272.3,65,71,95,NA,NA,58,-26.5,71,86.7,ELECTRNCS,17.3
BB,BlackBerry Ltd.,7.99,4659.8,75,76,76,NA,NA,57.95,-4.7,142.1,90.2,SOFTWARE,7.3
CVI,CVR Energy Inc.,53.69,5442.7,97,90,31,NA,NA,57.95,95.9,63.1,58.5,ENERGY,3.8
KRYS,Krystal Biotech Inc.,336.67,10026.6,86,85,51,NA,NA,57.95,-3.3,34.2,109.6,MEDICAL,18.9
ODC,Oil-Dri Corp. of America,88.88,1176.7,74,73,81,NA,NA,57.95,-6.5,48.1,29,CONSUMER,21.9
ANL,Adlai Nortye Group Ltd. ADR,15.74,984,99,71,52,NA,NA,57.9,55.8,112.4,794.3,MEDICAL,-415.1
GLW,Corning Inc.,150.13,127313.2,63,74,93,NA,NA,57.85,-23,15.6,88.6,ELECTRNCS,14.2
VIAV,Viavi Solutions Inc.,35.36,8572.1,59,74,98,NA,NA,57.85,-25,9,186.5,TELECOM,-2.7
WTW,Willis Towers Watson PLC,309.98,28882.2,66,83,78,NA,NA,57.85,21.5,7.9,-6.5,INSURANCE,20.2
EDPFY,EDP S.A. ADR,55.14,23032.6,75,81,69,NA,NA,57.8,9.2,9.9,22.7,UTILITY,10.3
GLNCY,Glencore PLC ADR,14.94,90885.3,69,75,84,NA,NA,57.8,0,8.5,80.4,ENERGY,0.9
HESM,Hess Midstream LP Cl A,40.16,8265.7,66,86,74,NA,NA,57.8,9.2,1.8,1.7,ENERGY,64.2
LAUR,Laureate Education Inc.,36.13,4942.4,65,79,84,NA,NA,57.8,-0.8,8.8,22,CONSUMER,26.2
MCS,Marcus Corp.,27.68,842.8,95,69,59,NA,NA,57.8,16.1,75.2,71.9,LEISURE,2.8
NL,NLI Holdings Inc.,6.86,343.8,79,77,69,NA,NA,57.8,14.3,20.6,8.7,CONSUMER,-10
RSKD,Riskified Ltd.,6.21,833.2,90,88,41,NA,NA,57.7,25.5,44.1,31.3,SOFTWARE,-8.1
WDS,Woodside Energy Group Ltd. ADR,23.17,44546,82,84,56,NA,NA,57.7,15.6,1.4,51.6,ENERGY,7.6
INGM,Ingram Micro Holding Corp.,26.67,6269.4,62,75,92,NA,NA,57.650000000000006,-5.8,22.8,25.3,BUSINS SVC,8.2
WRB,W.R. Berkley Corp.,69.99,26023.1,53,88,87,NA,NA,57.650000000000006,4.2,4.1,-4.3,INSURANCE,19.7
JNJ,Johnson & Johnson,269.99,651202.8,85,84,52,NA,NA,57.65,18.2,13.8,55,MEDICAL,35
LTC,LTC Properties Inc.,42.56,2344.9,79,90,52,NA,NA,57.65,17,9.8,18.7,REAL EST,11.5
NTCT,NetScout Systems Inc.,38.21,2855.2,71,78,77,NA,NA,57.65,-3.7,25,46.6,SOFTWARE,6
ZIM,ZIM Integrated Shipping Services Ltd.,30.1,3659,90,91,37,NA,NA,57.65,23.7,10.9,98,TRANSPORTATION,11.9
FDX,FedEx Corp.,303.65,72392.8,62,74,93,NA,NA,57.6,-6.9,7.8,66.5,TRANSPORTATION,14.8
YARIY,Yara International ASA ADR,23.97,12458.1,57,75,98,NA,NA,57.6,5.2,-17.9,31.7,AGRICULTURE,17.5
ASM,Avino Silver & Gold Mines Ltd.,6.38,1068.7,52,79,99,NA,NA,57.55,-2.4,1.4,46,MINING,14.8
BRK.A,Berkshire Hathaway Inc. Cl A,763600.01,980265.9,57,90,79,NA,NA,57.55,4.1,5.1,3.7,MISC,9.8
BWMX,Betterware de Mexico S.A.P.I. de C.V.,17.31,594.8,61,86,79,NA,NA,57.55,-2.9,1.5,28.2,CONSUMER,83.9
CBAN,Colony Bankcorp Inc.,20.71,443.9,62,85,79,NA,NA,57.55,0.7,8.5,13.4,BANKS,8.6
DJCO,Daily Journal Corp.,651.53,918.3,90,89,39,NA,NA,57.55,23.2,34,46.5,MEDIA,33.5
MCO,Moody's Corp.,468.59,79997.6,50,85,94,NA,NA,57.55,4,6.8,-2.8,FINANCE,64.5
CCBG,Capital City Bank Group Inc.,50.09,858.9,74,84,65,NA,NA,57.5,5.5,20.5,14.5,BANKS,11.7
FEIM,Frequency Electronics Inc.,85.53,944.9,96,86,35,NA,NA,57.5,17.5,101.2,177.5,TELECOM,-1.6
GASS,StealthGas Inc.,9.46,364.2,78,88,55,NA,NA,57.5,14.1,1.7,33.1,TRANSPORTATION,8.9
SZKMY,Suzuki Motor Corp. ADR,51.26,25748.8,53,81,95,NA,NA,57.5,6.5,3.4,-10.5,AUTO,14.2
BBD,Banco Bradesco S/A Pref ADR,3.43,37009.2,50,87,91,NA,NA,57.45,2.1,-2.8,4.9,BANKS,14.2
RIO,Rio Tinto PLC ADR,97.37,166661.6,64,81,81,NA,NA,57.45,-2.7,11,57.1,MINING,17
RNST,Renasant Corp.,40.62,3703.7,57,84,86,NA,NA,57.45,-2.6,18.1,4.7,BANKS,5.5
AGM.A,Federal Agricultural Mortgage Corp. Cl A,150,2324.6,73,71,82,NA,NA,57.400000000000006,7,23,17,FINANCE,12.9
GATX,GATX Corp.,177.89,6364.2,56,84,87,NA,NA,57.400000000000006,0.4,7.9,3,FINANCE,12.6
SF,Stifel Financial Corp.,75.79,11402.1,51,85,92,NA,NA,57.400000000000006,3.1,8,-1.6,FINANCE,11.7
CURLF,Curaleaf Holdings Inc.,10.47,2720.7,86,78,57,NA,NA,57.4,4,51.7,33.9,ALCOHL/TOB/THC,-30.6
ENTG,Entegris Inc.,142.25,20577.6,73,75,77,NA,NA,57.4,-20.4,23.1,48.2,CHIPS,6.2
INNV,InnovAge Holding Corp.,10.92,1460,94,78,47,NA,NA,57.4,21.7,32.5,115.4,MEDICAL,-1.1
TEVA,Teva Pharmaceutical Industries Ltd.,38.98,45951.8,92,88,37,NA,NA,57.4,23.8,31.6,111.3,MEDICAL,21.2
HNGE,Hinge Health Inc. Cl A,94.9,7643.4,97,82,38,NA,NA,57.35,36.7,113.8,66.8,MEDICAL,-106.7
HNI,HNI Corp.,46.11,3345.6,80,75,68,NA,NA,57.35,32.3,30.5,0.5,CONSUMER,4.1
PDLB,Ponce Financial Group Inc.,20.31,490.8,79,84,58,NA,NA,57.35,5.1,24.6,34.8,BANKS,5.5
PFBC,Preferred Bank Los Angeles,105.42,1417.6,69,86,68,NA,NA,57.35,6.4,20.8,11,BANKS,17.2
PH,Parker Hannifin Corp.,943.54,116630.5,61,78,88,NA,NA,57.35,-1,3.4,24.9,MACHINE,25.1
VAL,Valaris Ltd.,83.76,5836.1,68,75,83,NA,NA,57.35,6.6,-9.5,58.7,ENERGY,36.3
EWBC,East West Bancorp Inc.,126.92,17234.7,63,83,79,NA,NA,57.3,0.1,22,15.7,BANKS,15.9
JILL,J.Jill Inc.,23.94,358.6,94,80,44,NA,NA,57.3,61.5,54.5,27.7,RETAIL,24.5
BBDO,Banco Bradesco S/A Ord ADR,3.15,37009.2,60,81,85,NA,NA,57.25,7.1,-0.3,8.6,BANKS,14.2
