Symbol,Name,Current Price,Market Cap (mil),RS Rating,Comp Rating,EPS Rating,SMR Rating,A/D Rating,Quality Score,% Chg 3 Months,% Chg 6 Months,% Chg 12 Months,Sector,ROE
HTHIY,Hitachi Ltd. ADR,35.51,158969.9,83,90,45,NA,NA,57.25,19,16.3,32.9,MISC,13.2
NRDBY,Nordea Bank AB ADR,20.19,69632.7,71,86,65,NA,NA,57.25,6.5,9.9,25.6,BANKS,15.3
SHG,Shinhan Financial Group Co. Ltd. ADR,80.14,37549.9,90,83,45,NA,NA,57.25,20.2,31.8,62.7,BANKS,9.3
AMAT,Applied Materials Inc.,444.57,331247.6,64,75,87,NA,NA,57.150000000000006,-28,27.2,134.3,CHIPS,35.5
ADPT,Adaptive Biotechnologies Corp.,28.61,4556.5,98,89,27,NA,NA,57.15,63.2,115.4,107.8,MEDICAL,-28.2
AFG,American Financial Group Inc.,142.31,11847,63,84,77,NA,NA,57.15,7.1,12,1.1,INSURANCE,18.1
BBT,Beacon Financial Corp.,30.83,2596.6,68,83,72,NA,NA,57.15,4.2,8.1,19.2,BANKS,4.9
CICHY,China Construction Bank Corp. ADR,24.44,330923.2,78,89,52,NA,NA,57.15,11.1,17.6,24.2,BANKS,10
MEOH,Methanex Corp.,60.97,4722.1,86,77,57,NA,NA,57.15,14.6,15.3,54.2,CHEMICAL,3.5
MRAAY,Murata Manufacturing Co. Ltd. ADR,24.8,87999.8,70,77,77,NA,NA,57.15,-32.9,112.9,174,ELECTRNCS,9
AKO.A,Embotelladora Andina S.A. (Series A) ADR,23.21,4279.9,55,83,88,NA,NA,57.1,0.5,2.9,16.1,FOOD/BEV,24.9
BTSG,BrightSpring Health Services Inc.,56.78,11199.1,73,77,73,NA,NA,57.1,-14.3,31.8,108.4,MEDICAL,6
GKOS,Glaukos Corp.,163.81,9521.2,96,74,48,NA,NA,57.1,25.4,58.7,90.8,MEDICAL,-26.4
HVT,Haverty Furniture Cos. Inc.,27.28,426.1,81,81,58,NA,NA,57.1,12.1,28,14.8,RETAIL,6.4
NGVC,Natural Grocers by Vitamin Cottage Inc.,30.98,675.7,62,76,88,NA,NA,57.1,2.9,22.9,-15.8,RETAIL,24
BWAY,Brainsway Ltd. ADR,13.61,543.4,68,77,79,NA,NA,57.05,-8.6,1.3,70.6,MEDICAL,11.3
URI,United Rentals Inc.,1013.91,62400,65,80,79,NA,NA,57.05,-5.8,39.8,7.5,FINANCE,28.4
VOD,Vodafone Group PLC ADR,16.95,40712.9,86,83,49,NA,NA,57.05,18.5,18,48.3,TELECOM,-0.6
COHU,Cohu Inc.,57.75,2603.6,82,74,65,NA,NA,57,-16.8,89.6,148.2,CHIPS,-9
ONB,Old National Bancorp,25.27,9686.7,65,83,75,NA,NA,57,1.9,19.4,12,BANKS,9
FAST,Fastenal Co.,49.01,56433.9,68,83,71,NA,NA,56.95,6.8,8.7,3.8,RETAIL,33.3
ICE,Intercontinental Exchange Inc.,155.47,86061.8,56,87,81,NA,NA,56.95,16.1,-1.1,-9.2,FINANCE,11.7
OVCHY,Oversea-Chinese Banking Corp. Ltd. ADR,49.06,110208.4,96,83,36,NA,NA,56.95,26,46.4,90,BANKS,12.6
PNC,PNC Financial Services Group Inc.,233.17,92558.9,64,79,81,NA,NA,56.95,0.5,15.9,13,BANKS,12
NU,Nu Holdings Ltd. Cl A,13.65,66853.9,47,83,97,NA,NA,56.900000000000006,7.4,-2.3,-14.6,BANKS,30.3
CRD.A,Crawford & Co. Cl A,12.35,619.4,80,82,57,NA,NA,56.9,13.4,32.9,12.5,INSURANCE,11.9
CRL,Charles River Laboratories International Inc.,278.06,13446.6,96,81,38,NA,NA,56.85,50.3,77,77.1,MEDICAL,-4.4
CSLLY,CSL Ltd. ADR,31.1,60604.4,80,81,58,NA,NA,56.85,63.6,27.4,-5.2,MEDICAL,-15.2
GS,Goldman Sachs Group Inc.,942,277040.9,49,80,98,NA,NA,56.85,-14.1,16.9,17.1,BANKS,13.9
SJM,J.M. Smucker Co.,122.95,13219.4,73,72,78,NA,NA,56.85,10.9,21.3,15.3,FOOD/BEV,-2.4
WLY,John Wiley & Sons Inc. Cl A,48.1,2498.4,82,75,63,NA,NA,56.85,3,31.3,16.9,MEDIA,27.7
DRD,DRDGOLD Ltd. ADR,26.3,2244.9,48,80,99,NA,NA,56.8,7.9,-5.8,7.8,MINING,39.4
FDS,FactSet Research Systems Inc.,283.83,9917.5,74,81,65,NA,NA,56.75,28.3,36.6,-5.8,BUSINS SVC,29.1
TRMK,Trustmark Corp.,46.71,2714.2,68,83,70,NA,NA,56.75,4.6,15.8,13.8,BANKS,11
TTEK,Tetra Tech Inc.,35.69,9245.8,73,78,70,NA,NA,56.75,30.4,15.9,-2.3,MACHINE,13.7
UBS,UBS Group AG,50.69,153978.4,73,78,70,NA,NA,56.75,-0.2,35.6,22.1,BANKS,8.9
CTS,CTS Corp.,58.3,1643.1,65,81,76,NA,NA,56.7,-13,25,36.7,ELECTRNCS,12.1
FSS,Federal Signal Corp.,113.83,6945.3,52,78,96,NA,NA,56.7,-4,6.4,-10.8,BUSINS SVC,19.2
ILPT,Industrial Logistics Properties Trust,7.71,517.3,61,68,97,NA,NA,56.650000000000006,-4.8,26.8,19.5,REAL EST,-12.6
NTSK,Netskope Inc. Cl A,17.49,7031.8,76,77,67,NA,NA,56.65,93.3,84.7,-22.2,SOFTWARE,0
BLCO,Bausch + Lomb Corp.,16.85,5989.7,67,73,83,NA,NA,56.6,13.3,5.2,9.6,MEDICAL,-5.6
CCDBF,CCL Industries Inc. Cl B,66.2,11586.8,69,79,73,NA,NA,56.6,5.8,7.3,13.9,MISC,14.7
CLMT,Calumet Inc.,59,5190.4,99,85,28,NA,NA,56.6,80.8,102.7,217.5,ENERGY,0
CSCO,Cisco Systems Inc.,109.51,434630.8,71,81,68,NA,NA,56.6,-8.4,41.1,59.4,COMPUTER,27.3
MPWR,Monolithic Power Systems Inc.,1217.8,57476.7,51,81,93,NA,NA,56.6,-22.1,13.3,32.7,CHIPS,18.6
NTB,Bank of Butterfield Ltd.,59.41,2327.7,70,82,68,NA,NA,56.6,1.4,16.9,29.9,BANKS,21.4
WF,Woori Financial Group Inc. ADR,77.98,19356.1,87,85,43,NA,NA,56.6,24.7,18.1,37.3,BANKS,9.7
WSM,Williams-Sonoma Inc.,224.2,25784.2,67,85,68,NA,NA,56.6,-1.2,21.8,12.3,RETAIL,51.5
BVS,Bioventus Inc. Cl A,12.91,1062.1,97,74,44,NA,NA,56.55,48.2,44.7,79.3,MEDICAL,13.7
CLS,Celestica Inc.,332.63,41646,50,77,99,NA,NA,56.55,-10.7,21.6,32,ELECTRNCS,40.5
FLYW,Flywire Corp.,17.34,2157.2,84,79,54,NA,NA,56.55,9.4,43.3,27.9,FINANCE,1.6
MGA,Magna International Inc.,63.15,17227.5,67,68,89,NA,NA,56.55,-3.4,16.6,33.4,AUTO,6.9
MOV,Movado Group Inc.,33.02,532.6,71,72,79,NA,NA,56.55,-14.1,43.3,65,RETAIL,5.4
NEOG,Neogen Corp.,13,2798.3,97,78,39,NA,NA,56.55,39.6,46.7,129.3,MEDICAL,-0.4
PAM,Pampa Energia S.A. ADR,81.55,4734.7,50,81,94,NA,NA,56.55,-5.8,-4.3,44.2,UTILITY,11.5
USFD,US Foods Holding Corp.,93.42,19937,62,73,89,NA,NA,56.55,1.6,5,19.2,FOOD/BEV,15.3
EPD,Enterprise Products Partners L.P.,38.89,83031.9,70,80,70,NA,NA,56.5,6.3,5,22.2,ENERGY,19.7
WTM,White Mountains Insurance Group Ltd.,2061.3,4912.6,55,83,85,NA,NA,56.5,2.4,-5.7,17.5,INSURANCE,22
NTR,Nutrien Ltd.,77.09,37712.1,79,82,56,NA,NA,56.45,22.6,-1,37.1,AGRICULTURE,9.1
ABM,ABM Industries Inc.,49.77,2889.7,78,78,62,NA,NA,56.4,12.7,32.9,9.1,BUSINS SVC,9.1
LEGH,Legacy Housing Corp.,28.11,657.3,82,78,57,NA,NA,56.4,12.4,44.2,0.8,REAL EST,8.2
VIR,Vir Biotechnology Inc.,10.6,1847.8,92,76,47,NA,NA,56.4,15.7,13.7,104.6,MEDICAL,-45.7
IOT,Samsara Inc.,39.55,23424.2,71,84,63,NA,NA,56.35,24.8,17.4,-1.1,SOFTWARE,-0.7
SFNC,Simmons First National Corp. Cl A,22.89,3305.8,72,79,68,NA,NA,56.35,4.5,23.4,12.4,BANKS,-11.4
VCEL,Vericel Corp.,40.02,2049.8,71,80,68,NA,NA,56.35,-0.2,23.9,25.7,MEDICAL,5.1
DSGX,Descartes Systems Group Inc.,77.3,6812,50,80,94,NA,NA,56.3,14.8,8.6,-24.3,SOFTWARE,10.9
NYT,New York Times Co. Cl A,70.21,11280.2,47,83,94,NA,NA,56.3,-3.9,-12.7,20.1,MEDIA,17.3
CLMB,Climb Global Solutions Inc.,27.9,519.5,74,87,55,NA,NA,56.25,22.9,44.2,-16.9,BUSINS SVC,20.3
EMR,Emerson Electric Co.,149.92,82219.7,63,82,75,NA,NA,56.25,-0.5,15.4,13.7,ELECTRNCS,10.9
HMN,Horace Mann Educators Corp.,48.38,1966.7,59,78,85,NA,NA,56.25,-0.6,16.2,4.4,INSURANCE,11.7
MSM,MSC Industrial Direct Co.,122.21,6799.8,82,79,55,NA,NA,56.25,3.1,39,31.6,RETAIL,14.3
MUSA,Murphy USA Inc.,526.09,9609.8,64,67,92,NA,NA,56.150000000000006,-4.6,14,37.8,RETAIL,64.3
TTMI,TTM Technologies Inc.,117.97,12090.9,57,70,97,NA,NA,56.150000000000006,-45.5,23.8,123.3,ELECTRNCS,10.7
VRT,Vertiv Holdings Co.,249.39,92970.8,51,76,97,NA,NA,56.150000000000006,-25.1,-5.8,75.7,MACHINE,41.8
FTK,Flotek Industries Inc.,31.4,1108.3,97,82,32,NA,NA,56.15,38.6,90.5,141.9,CHEMICAL,26.9
ULTA,Ulta Beauty Inc.,540.98,23248.5,64,87,67,NA,NA,56.15,18.6,3.9,1.2,RETAIL,43.6
AVGO,Broadcom Inc.,357.61,1657881.6,45,81,98,NA,NA,56.1,-13.1,13.2,3.5,CHIPS,31
AVNT,Avient Corp.,40.36,3722,76,66,78,NA,NA,56.1,7.2,22.6,11.1,CHEMICAL,3.5
DBRG,DigitalBridge Group Inc.,15.88,3027.4,61,77,83,NA,NA,56.1,0.7,3.6,30.6,FINANCE,7.1
ITUB,Itau Unibanco Holding S/A ADR,8.2,95420.1,63,87,68,NA,NA,56.1,5.3,1.7,16.8,BANKS,22.5
MTDR,Matador Resources Co.,56.81,7136.9,73,85,58,NA,NA,56.1,14.6,-1.3,20,ENERGY,14.1
OXY,Occidental Petroleum Corp.,58.84,59268.5,76,77,64,NA,NA,56.05,13.5,0.8,24.2,ENERGY,5.8
STRL,Sterling Infrastructure Inc.,518.68,15469.2,54,71,99,NA,NA,56.05,-39.8,23.1,48.8,BUILDING,30.3
BELFA,Bel Fuse Inc. Cl A,198.83,3348.6,51,77,95,NA,NA,56,-25.2,3.4,59.1,ELECTRNCS,15.7
BFST,Business First Bancshares Inc.,30.82,1003.5,75,81,60,NA,NA,56,7.1,19,25.1,FINANCE,10.4
PLXS,Plexus Corp.,246.73,6549.5,66,70,85,NA,NA,56,-17.7,26.2,72.8,ELECTRNCS,12.4
PTRN,Pattern Group Inc.,19.57,3446.9,82,70,65,NA,NA,56,-8.4,69.6,0,SOFTWARE,-32.6
AX,Axos Financial Inc.,90.79,5186.7,56,79,86,NA,NA,55.95,3.1,11,-0.2,BANKS,16.8
DIOD,Diodes Inc.,92.37,4181,68,75,76,NA,NA,55.95,-22.7,38.4,63.3,CHIPS,3.6
KO,Coca-Cola Co.,88.25,378882.5,80,83,51,NA,NA,55.95,11.2,16.2,32.8,FOOD/BEV,46
STLD,Steel Dynamics Inc.,235.26,35165.6,66,77,76,NA,NA,55.95,-5.9,39.4,68.2,METALS,13.3
FMX,Fomento Economico Mexicano S.A.B. de C.V. ADR,118.72,24260.8,59,75,87,NA,NA,55.900000000000006,-6.1,12.6,28.1,FOOD/BEV,6.7
BMRN,BioMarin Pharmaceutical Inc.,63.94,12597.8,78,80,57,NA,NA,55.9,16.9,15.4,16,MEDICAL,5.9
COFS,ChoiceOne Financial Services Inc.,33.34,499.7,67,91,57,NA,NA,55.9,4.6,23.3,9.9,BANKS,7.8
HG,Hamilton Insurance Group Ltd. Cl B,34.96,3466.3,84,82,47,NA,NA,55.9,11.4,22.3,43.1,INSURANCE,22.4
ALLT,Allot Ltd.,8,395.8,60,81,78,NA,NA,55.85,11.4,19.2,-17.9,COMPUTER,4.5
FISI,Financial Institutions Inc.,40.64,802.4,86,83,43,NA,NA,55.85,8.8,34.1,48.1,BANKS,12.5
PBYI,Puma Biotechnology Inc.,9.6,491.4,97,88,23,NA,NA,55.85,27,60,112.4,MEDICAL,28
BANR,Banner Corp.,70.73,2593.3,69,87,59,NA,NA,55.8,9.1,21.6,4.4,BANKS,10.5
BHRB,Burke Herbert Financial Services Corp.,69.9,1422,65,81,71,NA,NA,55.7,6.7,14.9,8.7,BANKS,14.8
BOW,Bowhead Specialty Holdings Inc.,33.74,1111.5,89,77,46,NA,NA,55.7,23.7,53,19,INSURANCE,13.1
KCDMY,Kimberly-Clark de Mexico S.A.B. de C.V. ADR,11.39,6770.8,59,75,86,NA,NA,55.7,6.6,-3.9,10.8,CONSUMER,104.1
PAYO,Payoneer Global Inc.,7.13,2409.2,74,84,56,NA,NA,55.7,1.6,54,7.4,FINANCE,10.2
SMSMY,Sims Ltd. ADR,17.72,3334.5,68,70,81,NA,NA,55.7,-16,21.1,92.6,METALS,9.4
TXG,10x Genomics Inc.,76.6,10028.5,99,79,31,NA,NA,55.7,120.4,341.5,477.2,MEDICAL,-5.8
HIG,Hartford Insurance Group Inc.,131.89,36063.9,51,81,88,NA,NA,55.6,2.8,-0.6,0.4,INSURANCE,21.7
VVX,V2X Inc.,76.84,2395.7,59,69,93,NA,NA,55.6,-10.2,12.4,29.8,AEROSPACE/DEFENSE,7.4
BIO,Bio-Rad Laboratories Inc. Cl A,376.41,10269.4,90,85,34,NA,NA,55.55,33.3,40.5,31.4,MEDICAL,10.8
ENSG,Ensign Group Inc.,173.91,10194.8,56,83,79,NA,NA,55.55,13.2,-15.1,4.1,MEDICAL,16.9
STTK,Shattuck Labs Inc.,6.01,587.1,92,63,59,NA,NA,55.55,21.4,-0.5,169.5,MEDICAL,-60.3
STVN,Stevanato Group S.p.A.,21.7,6189,76,87,49,NA,NA,55.55,23.7,42.5,-20.4,MEDICAL,9.9
ALAB,Astera Labs Inc.,303.25,50928.3,65,81,70,NA,NA,55.5,-27.3,140,20.4,CHIPS,18.8
BHE,Benchmark Electronics Inc.,75.4,2677.8,68,66,85,NA,NA,55.5,-18.2,38.6,84.8,ELECTRNCS,2.2
BSBR,Banco Santander (Brasil) S.A. ADR,5.75,22721.2,57,77,85,NA,NA,55.5,10.6,0.3,4.2,BANKS,10.8
HWC,Hancock Whitney Corp.,74.95,5992.7,73,81,60,NA,NA,55.5,6.7,22.9,16.5,BANKS,11.3
MKSI,MKS Inc.,252.08,16243.8,55,71,95,NA,NA,55.5,-38,8,94,CHIPS,11.7
UI,Ubiquiti Inc.,589.48,36101.5,47,79,95,NA,NA,55.5,0,-24.9,-6,TELECOM,91.1
ATNI,ATN International Inc.,28.73,449.3,83,70,61,NA,NA,55.45,11.5,9.4,83.7,TELECOM,-3.2
BOKF,BOK Financial Corp.,132.75,8083.2,61,76,81,NA,NA,55.45,1.9,6.9,17.4,BANKS,10
CME,CME Group Inc. Cl A,276.01,97499.9,55,86,76,NA,NA,55.45,12,-10.6,5.9,FINANCE,14.6
CRBG,Corebridge Financial Inc.,34.81,15548.5,84,85,41,NA,NA,55.45,19.3,45.7,7,INSURANCE,-3
FIBK,First Interstate Bancsystem Inc.,37.35,3541.5,63,78,76,NA,NA,55.45,2.5,16.6,10.4,BANKS,8.9
KFRC,Kforce Inc.,51.88,924.1,91,78,41,NA,NA,55.45,14.3,100.9,68.5,BUSINS SVC,24.9
MURGY,Muenchener Rueckversicherungs-Gesellschaft AG ADR,11.54,74464.8,49,80,91,NA,NA,55.45,8.1,-6.9,-6,INSURANCE,19
SBCF,Seacoast Banking Corp. of Florida,33.7,3258.1,66,83,66,NA,NA,55.45,9.3,15.4,6.9,BANKS,5.4
TARS,Tarsus Pharmaceuticals Inc.,78.09,3468.1,81,84,46,NA,NA,55.45,23.6,14.4,44.5,MEDICAL,-23.4
IBDRY,Iberdrola S.A. ADR,93.26,155431.3,59,73,87,NA,NA,55.400000000000006,-2.6,2.9,28.1,UTILITY,12.4
LSCC,Lattice Semiconductor Corp.,110.96,15414.5,59,73,87,NA,NA,55.400000000000006,-27.8,17.8,54.9,CHIPS,0.4
MCRI,Monarch Casino & Resort Inc.,121.47,2197.5,64,68,87,NA,NA,55.400000000000006,-7,26,18.4,LEISURE,19.2
ROG,Rogers Corp.,129.77,2338.8,61,71,87,NA,NA,55.400000000000006,-20.2,28.8,55.4,CHIPS,-5.1
ASAN,Asana Inc. Cl A,9.51,2310.3,64,80,72,NA,NA,55.4,37.4,41.7,-33.8,SOFTWARE,-99.1
GRND,Grindr Inc.,15.4,2685.5,76,76,62,NA,NA,55.4,15.4,23.4,-2.9,INTERNET,0
OMRNY,OMRON Corp. ADR,39.09,7697.7,88,72,52,NA,NA,55.4,7.9,33.8,43.8,ELECTRNCS,4.4
SVM,Silvercorp Metals Inc.,11.94,2691.8,71,77,67,NA,NA,55.4,5.5,18.7,130.9,MINING,-1.2
THG,Hanover Insurance Group Inc.,227.31,7979.8,86,82,42,NA,NA,55.4,14.8,33.4,29.5,INSURANCE,20.6
ASND,Ascendis Pharma A/S,236.72,14910.6,64,79,73,NA,NA,55.35,2.6,4.1,18.7,MEDICAL,0
BASFY,BASF SE ADR,14.85,53687.2,69,70,78,NA,NA,55.35,7,8.2,17.3,CHEMICAL,4.3
DE,Deere & Co.,683.99,184863.3,88,87,33,NA,NA,55.35,16.1,19.8,43.7,MACHINE,20.6
LNTH,Lantheus Holdings Inc.,100.55,6582.2,77,70,68,NA,NA,55.35,-3.2,25.3,95,MEDICAL,21.4
SLS,SELLAS Life Sciences Group Inc.,11.49,2328.4,99,67,44,NA,NA,55.3,42.7,132.1,613.7,MEDICAL,-66.9
ASTH,Astrana Health Inc.,34.36,1701.4,65,72,80,NA,NA,55.25,-12.3,40.3,15.3,MEDICAL,3
PNRG,PrimeEnergy Resources Corp.,211.21,335.9,77,76,60,NA,NA,55.25,20.5,-3.1,23,ENERGY,12.6
TXN,Texas Instruments Inc.,266.64,235745.8,67,82,65,NA,NA,55.25,-17.4,39.8,46.8,CHIPS,30
URBN,Urban Outfitters Inc.,75.01,6496.5,55,74,90,NA,NA,55.25,-1.8,17.7,4.8,RETAIL,17.6
WES,Western Midstream Partners L.P.,47.29,19485.3,76,81,55,NA,NA,55.25,10.1,15.5,22.8,ENERGY,31.8
YORW,York Water Co.,32.69,536.2,64,77,75,NA,NA,55.25,10.7,8.4,6.7,UTILITY,8.5
AIT,Applied Industrial Technologies Inc.,321.84,11643.9,70,74,71,NA,NA,55.2,-4.8,24.5,22.5,METALS,22.4
FHI,Federated Hermes Inc.,57.1,4207.9,53,79,86,NA,NA,55.2,-3.3,2.1,7.1,FINANCE,33.6
WLYB,John Wiley & Sons Inc. Cl B,46.68,2498.4,81,71,61,NA,NA,55.2,3,28,10.3,MEDIA,27.7
ABCL,AbCellera Biologics Inc.,12.63,4125.1,99,84,22,NA,NA,55.15,128.4,258.8,167.6,MEDICAL,-14.5
PLPC,Preformed Line Products Co.,412.38,2019.2,93,74,42,NA,NA,55.15,7.3,61,100.2,TELECOM,7.9
USPH,U.S. Physical Therapy Inc.,82.47,1239.8,75,88,47,NA,NA,55.15,30.2,9.6,2.9,MEDICAL,4.5
ATRO,Astronics Corp.,65.71,2793.2,68,66,83,NA,NA,55.1,-18.4,18.9,96.5,AEROSPACE/DEFENSE,14.8
TELWY,Tokyo Electron Ltd. ADR,169.07,148760.5,64,70,83,NA,NA,55.1,-28.5,33.9,96.6,CHIPS,30
WMB,Williams Cos.,72.05,87835.7,60,82,73,NA,NA,55.1,-1.5,-1,19.3,ENERGY,20.7
AZTA,Azenta Inc.,33.24,1473.3,83,78,49,NA,NA,55.05,42.6,54.1,7,MEDICAL,1.4
DAVE,Dave Inc.,337.82,4547.2,92,77,39,NA,NA,55.05,7.4,63.9,48.3,BUSINS SVC,73.1
OPRA,Opera Ltd. ADR,18.06,1627.2,58,79,79,NA,NA,55.05,-2.5,23.5,-8,INTERNET,11.1
SYF,Synchrony Financial,75.04,24210.8,53,80,84,NA,NA,55.05,-0.3,15.1,-1.9,FINANCE,21.3
WDC,Western Digital Corp.,441.36,152822.5,65,76,74,NA,NA,55.05,-40.9,44.8,319.7,COMPUTER,131.2
CBNK,Capital Bancorp Inc.,35.87,587.8,75,81,55,NA,NA,55,7.8,26.3,7.2,BANKS,15.1
CGEM,Cullinan Therapeutics Inc.,21.08,1374.6,98,78,30,NA,NA,55,40.3,60.5,232.5,MEDICAL,-44
PSO,Pearson PLC ADR,15.71,9627,69,75,70,NA,NA,55,5.6,19.7,11.1,MEDIA,8.9
TOWN,Towne Bank,37.08,3420.1,64,84,65,NA,NA,55,6.8,14.4,1.9,BANKS,7.4
ADEA,Adeia Inc.,24.82,2748.2,56,75,86,NA,NA,54.95,-22,6.8,49.7,INTERNET,25.3
CNK,Cinemark Holdings Inc.,34.99,4001.3,83,72,56,NA,NA,54.95,3.6,31.4,25.5,LEISURE,27.3
NBIX,Neurocrine Biosciences Inc.,146.23,15433.4,44,79,96,NA,NA,54.95,-7.6,11.9,0.4,MEDICAL,16.4
PJT,PJT Partners Inc.,151.47,3866.2,41,82,96,NA,NA,54.95,-2.6,16.1,-19.5,FINANCE,72.7
TW,Tradeweb Markets Inc.,103.97,23884.9,42,85,91,NA,NA,54.95,4.5,-15.8,-7.6,FINANCE,13.2
CECO,Ceco Environmental Corp.,69.48,4148.5,52,70,97,NA,NA,54.900000000000006,-29.4,23.5,35.8,MACHINE,17.7
SGHC,Super Group (SGHC) Ltd.,12.68,6503.6,55,67,97,NA,NA,54.900000000000006,-4.8,20.1,8.5,LEISURE,31.4
ARTNA,Artesian Resources Corp. Cl A,34.44,363.5,63,79,72,NA,NA,54.9,6.7,11.6,6.3,UTILITY,9.3
TCBK,TriCo Bancshares,53.61,1716.6,67,75,72,NA,NA,54.9,4.3,16.7,15.3,BANKS,9.5
TGTX,TG Therapeutics Inc.,56.87,8643.8,93,85,27,NA,NA,54.9,6.9,89.3,74.4,MEDICAL,102.8
MHK,Mohawk Industries Inc.,126.09,8696.9,73,68,73,NA,NA,54.85,12.3,24,-5,BUILDING,4.6
ELMT,Elmet Group Co.,22.98,669.2,77,71,64,NA,NA,54.8,18.2,0,0,METALS,11
IBCP,Independent Bank Corp. (Michigan),36.23,804.1,65,79,69,NA,NA,54.8,5.6,11.2,13.3,BANKS,14.3
CORT,Corcept Therapeutics Inc.,110.29,12416.2,94,81,30,NA,NA,54.75,38,231.2,38.2,MEDICAL,14.8
PNFP,Pinnacle Financial Partners Inc.,96.75,14623.2,53,78,85,NA,NA,54.75,0.7,17.8,-1,BANKS,9.5
IRS,IRSA-Inversiones y Representaciones S.A. GDR,15.47,1434.5,52,78,86,NA,NA,54.7,-6.9,8,34.3,REAL EST,19.7
LFUS,Littelfuse Inc.,407.88,10206.2,65,73,76,NA,NA,54.7,-15,22.5,53.1,ELECTRNCS,-3
MTD,Mettler-Toledo International Inc.,1392.32,28260.4,76,74,61,NA,NA,54.7,21.6,16.9,8.2,MACHINE,0
UROY,Uranium Royalty Corp.,4.56,1689.9,88,74,46,NA,NA,54.7,54.6,26.7,27,ENERGY,15.3
BUD,Anheuser-Busch InBev S.A. ADR,77.73,156496.6,62,71,82,NA,NA,54.650000000000006,-3.7,11.2,32.7,ALCOHL/TOB/THC,8.3
OIS,Oil States International Inc.,8.41,506.7,63,58,97,NA,NA,54.650000000000006,5.8,-29.5,43,ENERGY,-17.4
STRA,Strategic Education Inc.,79.84,1785.9,56,73,87,NA,NA,54.650000000000006,6,-0.7,-3.9,CONSUMER,7.7
TXNM,TXNM Energy Inc.,58.44,6452.3,54,79,82,NA,NA,54.650000000000006,2.4,0.3,3,UTILITY,5.1
HBM,Hudbay Minerals Inc.,26.9,11759,74,79,57,NA,NA,54.65,-2.5,35.3,100.6,MINING,19.7
ABSI,Absci Corp.,9.65,1590.9,98,74,33,NA,NA,54.6,30.2,237.4,258.7,MEDICAL,-62.5
RUSHB,Rush Enterprises Inc. Cl B,55.42,5982.3,90,78,38,NA,NA,54.6,15.3,38,38.9,RETAIL,12.1
TTE,TotalEnergies SE,90.82,204162.6,80,76,53,NA,NA,54.6,12.9,4.5,49.1,ENERGY,11.3
AMPH,Amphastar Pharmaceuticals Inc.,23.62,1013.3,68,83,59,NA,NA,54.55,25.6,24.3,-13.9,MEDICAL,12.9
ETSY,Etsy Inc.,72.6,6639.5,72,71,69,NA,NA,54.55,-1.8,34.1,12,RETAIL,0
EADSY,Airbus SE ADR,55.5,176773.1,57,69,90,NA,NA,54.5,0.7,13.2,-1.7,AEROSPACE/DEFENSE,23.1
LNG,Cheniere Energy Inc.,268.34,55733.2,80,82,45,NA,NA,54.5,18.2,0.8,14.5,ENERGY,78.1
MTB,M&T Bank Corp.,227.31,32690.1,64,74,75,NA,NA,54.5,1,15.3,13.4,BANKS,9.8
SLN,Silence Therapeutics PLC ADR,12.2,764.7,98,64,45,NA,NA,54.5,76,84,142.5,MEDICAL,-90.5
AVBC,Avidia Bancorp Inc.,22.59,443.1,85,72,51,NA,NA,54.45,12.2,18.9,41.9,BANKS,-1.1
BMRC,Bank of Marin Bancorp,28.23,459.9,70,83,56,NA,NA,54.45,9.4,19.7,10.9,BANKS,-8.6
EXPO,Exponent Inc.,68.3,3242.2,64,81,66,NA,NA,54.45,20.1,5.9,-2.7,BUSINS SVC,26.1
FLNG,Flex LNG Ltd.,32.42,1727.2,77,84,46,NA,NA,54.45,9,7.8,29.3,TRANSPORTATION,9.8
PFS,Provident Financial Services Inc.,23.06,3019.3,63,78,71,NA,NA,54.45,1.5,14.6,13.5,BANKS,10.7
TEO,Telecom Argentina S.A. ADR,13.7,6414.4,64,77,71,NA,NA,54.45,-0.4,21.1,110.1,TELECOM,-2.7
UCB,United Community Banks Inc.,34.69,4176.7,66,79,66,NA,NA,54.45,5.6,16.8,7.1,BANKS,9.2
WABC,Westamerica Bancorp,60.7,1394.1,75,86,46,NA,NA,54.45,5.1,21.6,21.2,BANKS,12.7
AFRM,Affirm Holdings Inc. Cl A,71.21,23714,53,79,82,NA,NA,54.400000000000006,-3.7,60.3,-20.8,FINANCE,45.1
SOPH,SOPHiA GENETICS S.A.,8.19,726.1,98,82,22,NA,NA,54.4,50,66.8,156.7,MEDICAL,-110
AIR,AAR Corp.,112.77,4513.8,58,65,93,NA,NA,54.35,-16.4,3.6,48.5,AEROSPACE/DEFENSE,12.9
FRBA,First Bank (NJ),17.78,440.4,68,83,58,NA,NA,54.35,6.7,16.4,4.9,BANKS,10.2
HRB,H&R Block Inc.,44.25,5523.5,78,69,63,NA,NA,54.35,28.7,45.1,-12.3,FINANCE,710
KYMR,Kymera Therapeutics Inc.,117.75,9851.7,94,73,38,NA,NA,54.35,30.2,48.8,130.2,MEDICAL,-25.8
LGGNY,Legal & General Group PLC ADR,19.86,21771.5,74,77,58,NA,NA,54.35,5.1,19.5,23.1,FINANCE,16.7
ONTO,Onto Innovation Inc.,263.43,12270,68,71,73,NA,NA,54.35,-21.1,30.5,113.6,CHIPS,6.8
